title,genre
Never Grow Old,"اکشن , درام , هیجان انگیز , وسترن"
فارسی انیمیشن The Garden of Words,"انیمیشن , درام , رمانتیک"
Donnybrook,درام
Ash Is Purest White,"درام , رمانتیک"
فارسی فیلم The Hatton Garden Job,"اکشن , جنایی , هیجان انگیز"
Master Z: The Ip Man Legacy,اکشن
The Negotiation,"اکشن , جنایی , هیجان انگیز"
Adanga Maru,اکشن
فارسی فیلم Stephanie,"ترسناک , درام , رازآلود , فانتزی"
Message Man,"اکشن , جنایی , هیجان انگیز"
AI Rising,"درام , رمانتیک , علمی تخیلی"
فارسی فیلم Bad Times at the El Royale,"جنایی , درام , رازآلود , هیجان انگیز"
۲۲ July,"بیوگرافی , جنایی , درام , هیجان انگیز"
Crossbreed,"اکشن , علمی تخیلی , هیجان انگیز"
Im Not Here,درام
Toy Gun,"اکشن , جنایی , کمدی"
Soul Hunters,"اکشن , هیجان انگیز"
فارسی انیمیشن Sgt Stubby An American Hero,"انیمیشن , تاریخی , جنگی , خانوادگی , ماجراجویی"
دوبله فارسی Anne of Green Gables The Good Stars,خانوادگی
فارسی فیلم Kim Possible,"اکشن , کمدی , ماجراجویی"
St Agatha,ترسناک
فارسی فیلم At Eternitys Gate,"بیوگرافی , درام"
فارسی فیلم Raid,"اکشن , جنایی , درام"
Level 16,علمی تخیلی
فارسی فیلم Furious,"اکشن , تاریخی"
فارسی فیلم Goodachari,"اکشن , هیجان انگیز"
فارسی فیلم Journeyman,"درام , ورزشی"
فارسی فیلم In Darkness,هیجان انگیز
فارسی فیلم The Old Man and the Gun,"جنایی , درام , کمدی"
فارسی فیلم The Last Witness,"تاریخی , هیجان انگیز"
فارسی فیلم Superfly,"اکشن , جنایی , هیجان انگیز"
فارسی  فیلم Occupation,"اکشن , درام , علمی تخیلی"
فارسی فیلم Marauders,"اکشن , جنایی , رازآلود , هیجان انگیز"
Malevolent,"ترسناک , رازآلود , هیجان انگیز"
فارسی فیلم Extinction,"علمی تخیلی , هیجان انگیز"
فارسی فیلم Acts of Violence,"اکشن , جنایی"
فارسی فیلم Burn Out,"اکشن , هیجان انگیز"
Monstrum,"ترسناک , درام , علمی تخیلی"
فارسی فیلم Night School,کمدی
Miss Fritters Racing Skoool,3 دقیقه
Can Feda,"اکشن , جنگی"
Take the Ball Pass the Ball,"مستند , ورزشی"
I Can Speak,"درام , کمدی"
The Oscars,"reality-tv , آهنگ"
Viswasam,"اکشن , درام"
Second Act,"درام , رمانتیک , کمدی"
Point Man,اکشن
۳۰۳,"درام , رمانتیک , کمدی"
فارسی انیمیشن Harlock Space Pirate,"انیمیشن , علمی تخیلی , ماجراجویی"
فارسی انیمیشن Resident Evil Vendetta,"اکشن , انیمیشن , ترسناک , رازآلود , علمی تخیلی , ماجراجویی"
فارسی فیلم Vikram Vedha,"اکشن , جنایی , هیجان انگیز"
فارسی فیلم Den of Thieves,"اکشن , جنایی , درام"
فارسی فیلم Before We Vanish,"درام , علمی تخیلی"
Isnt It Romantic,"رمانتیک , فانتزی , کمدی"
Green Book,"بیوگرافی , درام , کمدی , موسیقی"
فارسی انیمیشن Henchmen,"انیمیشن , کمدی"
unknown,"فیلم کوتاه , مستند"
Milla,درام
فارسی انیمیشن Late Afternoon,9 دقیقه
the axiom,ترسناک
Bao,8 دقیقه
فارسی انیمیشن Animal Behaviour,"انیمیشن , فیلم کوتاه"
Free Solo,مستند
Steel Rain,اکشن
Vox Lux,"درام , موسیقی"
Destruction Los Angeles,"اکشن , ماجراجویی"
The Man Who Killed Don Quixote,"درام , فانتزی , کمدی , ماجراجویی"
1987 – When the day comes,درام
In Like Flynn,"اکشن , ماجراجویی"
Claras,علمی تخیلی
The Swindlers,"اکشن , جنایی"
London Fields,"جنایی , رازآلود , هیجان انگیز"
فارسی انیمیشن Mirai,"انیمیشن , خانوادگی , درام , فانتزی , ماجراجویی"
Throne of Elves,"انیمیشن , فانتزی , ماجراجویی"
The Healer,"خانوادگی , درام , رمانتیک , کمدی"
A Violent Man,"جنایی , درام , هیجان انگیز"
Prodigy,"درام , علمی تخیلی , هیجان انگیز"
Pity,درام
unknown,"جنایی , رازآلود , هیجان انگیز"
The Isle,"تاریخی , ترسناک , فانتزی , هیجان انگیز"
Bodied,"درام , کمدی , موسیقی"
فارسی فیلم Under the Tree,"درام , کمدی"
Godzilla: The Planet Eater,"اکشن , انیمیشن , ترسناک , علمی تخیلی , ماجراجویی"
Dragon Ball Super Broly,"اکشن , انیمیشن , خانوادگی , علمی تخیلی , فانتزی , ماجراجویی"
Black Tide,"جنایی , درام , رازآلود , هیجان انگیز"
Piercing,"ترسناک , هیجان انگیز"
The Possession of Hannah Grace,"ترسناک , رازآلود , هیجان انگیز"
Viper Club,درام
Vazante,"درام , ماجراجویی"
Laila Majnu,"درام , رمانتیک"
فارسی فیلم Roma,درام
An Acceptable Loss,"درام , هیجان انگیز"
The Oath,"کمدی , هیجان انگیز"
Beyond The Night,"درام , رازآلود , هیجان انگیز"
Agatha and the Truth of Murder,جنایی
Berlin I Love You,"درام , رمانتیک"
فارسی فیلم Singularity,"اکشن , درام , علمی تخیلی , ماجراجویی"
فارسی فیلم Little Forest,درام
فارسی فیلم The Sisters Brothers,"جنایی , درام , کمدی , ماجراجویی , وسترن"
فارسی فیلم Ravenous,"ترسناک , درام , علمی تخیلی"
The House That Jack Built,"ترسناک , درام , کمدی , هیجان انگیز"
فارسی انیمیشن Wreck-It Ralph,"انیمیشن , خانوادگی , فانتزی , کمدی , ماجراجویی"
فارسی فیلم Hunter Killer,"اکشن , هیجان انگیز"
فارسی فیلم Beautiful Boy,"بیوگرافی , درام"
My Neighbors the Yamadas,"انیمیشن , خانوادگی , کمدی"
El Angel,"بیوگرافی , جنایی , درام"
When Angels Sleep,"درام , هیجان انگیز"
High Flying Bird,"درام , ورزشی"
Aravindha Sametha Veera Raghava,"اکشن , درام"
No Mercy,"اکشن , جنایی , هیجان انگیز"
Soni,درام
فارسی فیلم Replicas,"جنایی , رازآلود , علمی تخیلی , هیجان انگیز"
فارسی انیمیشن Reign of the Supermen,"اکشن , انیمیشن , علمی تخیلی"
کوتاه Weekends,"انیمیشن , انیمیشن کوتاه , خانوادگی , درام , فانتزی , فیلم کوتاه"
The Man Who Killed Hitler and Then The Bigfoot,"درام , ماجراجویی"
Paltan,"اکشن , تاریخی , جنگی , درام"
Untogether,درام
The Final Wish,ترسناک
An Affair to Die For,هیجان انگیز
Indivisible,"جنگی , درام"
The Front Runner,"تاریخی , درام , هیجان انگیز"
Dead Trigger,"اکشن , ترسناک , علمی تخیلی"
12 Feet Deep,"ترسناک , هیجان انگیز"
The Hole in the Ground,ترسناک
Pledge,"ترسناک , هیجان انگیز"
Animas,"ترسناک , هیجان انگیز"
K.G.F Chapter 1,"اکشن , درام"
The Golem,ترسناک
فارسی انیمیشن Pokemon the Movie The Power of Us,"انیمیشن , خانوادگی , فانتزی , ماجراجویی"
Bilby,8 دقیقه
Mathilde,"بیوگرافی , تاریخی , درام"
فارسی فیلم The Catcher Was a Spy,"بیوگرافی , جنگی , درام"
Ride,"اکشن , هیجان انگیز"
Crossroads One Two Jaga,"جنایی , درام"
Helicopter Eela,درام
Zero,"درام , رمانتیک , کمدی"
Yellow is the New Black,4 دقیقه
unknown,"جنایی , درام"
Outlaws,جنایی
Braid,"ترسناک , رازآلود , هیجان انگیز"
Velvet Buzzsaw,"ترسناک , درام , رازآلود , هیجان انگیز"
Becoming Astrid,"بیوگرافی , درام"
فارسی انیمیشن Lego Batman DC Super Heroes Unite,"اکشن , انیمیشن , خانوادگی , علمی تخیلی , ماجراجویی"
Dark Was the Night,درام
فارسی فیلم The Nutcracker and the Four Realms,"خانوادگی , فانتزی , ماجراجویی"
فارسی فیلم A-X-L,"اکشن , خانوادگی , علمی تخیلی , ماجراجویی"
Bohemian Rhapsody,"آهنگ , بیوگرافی , درام , موسیقی"
فارسی فیلم Wait Till Helen Comes,"ترسناک , خانوادگی , فانتزی"
Golden Job,اکشن
Sausage Party,"انیمیشن , فانتزی , کمدی , ماجراجویی"
I Want You,"درام , رمانتیک"
Anna and the Apocalypse,"ترسناک , فانتزی , کمدی , موزیکال"
فارسی فیلم The Warning,"جنایی , درام , رازآلود , فانتزی , هیجان انگیز"
فارسی فیلم Flatliners,"ترسناک , درام , رازآلود , علمی تخیلی , هیجان انگیز"
فارسی انیمیشن Lego Attack of the Legion of Doom,"اکشن , انیمیشن , خانوادگی , علمی تخیلی , کمدی , ماجراجویی"
فارسی فیلم The 12th Man,"تاریخی , درام , هیجان انگیز"
فارسی فیلم Siberia,"جنایی , رمانتیک , هیجان انگیز"
فارسی فیلم Last Flag Flying,"جنگی , درام , کمدی"
Nostalgia,درام
فارسی فیلم Bharat Ane Nenu,"اکشن , درام"
فارسی فیلم I Frankenstein,"اکشن , ترسناک , علمی تخیلی , فانتزی , هیجان انگیز"
A Twelve-Year Night,"بیوگرافی , جنایی , درام"
Age of Summer,"درام , رمانتیک , کمدی"
فارسی انیمیشن The Grinch,"انیمیشن , خانوادگی , فانتزی , کمدی , موزیکال"
Buffalo Boys,اکشن
Tueurs,هیجان انگیز
The 3rd Eye,"ترسناک , هیجان انگیز"
You Might Be the Killer,"ترسناک , رازآلود , کمدی"
Close,"اکشن , هیجان انگیز"
Hope Aur Hum,"خانوادگی , درام , کمدی"
The World Is Yours,"جنایی , کمدی"
Charming,"انیمیشن , خانوادگی , فانتزی , کمدی , ماجراجویی , موزیکال"
Daana Paani,خانوادگی
Polar,"اکشن , جنایی"
فارسی انیمیشن The Road to El Dorado,"انیمیشن , خانوادگی , رمانتیک , کمدی , ماجراجویی"
فارسی فیلم The Adjustment Bureau,"رمانتیک , علمی تخیلی , هیجان انگیز"
فارسی فیلم,علمی تخیلی
The Captain,"تاریخی , جنگی , درام"
IO,"درام , رمانتیک , علمی تخیلی , ماجراجویی"
Western,درام
Rust Creek,"درام , هیجان انگیز"
Madelines Madeline,"درام , رازآلود , هیجان انگیز"
The Looming Storm,جنایی
Bird Box,"ترسناک , درام , علمی تخیلی , هیجان انگیز"
Revenger,اکشن
فارسی فیلم Three Steps Above Heaven,"اکشن , درام , رمانتیک"
فارسی فیلم Cold War,"درام , رمانتیک , موسیقی"
The Fortress,"اکشن , تاریخی , درام"
Boy Erased,"بیوگرافی , درام"
فارسی فیلم Peace Breaker,جنایی
The Girl Who Played with Fire,"جنایی , درام , رازآلود , هیجان انگیز"
The Girl Who Kicked the Hornets Nest,"جنایی , درام , هیجان انگیز"
فارسی فیلم The Wife,درام
فارسی فیلم The Bookshop,درام
فارسی فیلم Cross Wars,"اکشن , فانتزی"
The Princess Switch,عاشقانه
فارسی فیلم Suspiria,ترسناک
فارسی انیمیشن Berserk The Golden Age Arc II,"اکشن , انیمیشن , ترسناک , فانتزی , ماجراجویی"
فارسی فیلم Backtrace,جنایی
فارسی فیلم Papillon,"جنایی , درام , رازآلود , هیجان انگیز"
Transit,درام
The Girl in the Spider’s Web,"اکشن , جنایی , درام , هیجان انگیز"
Still,"درام , رازآلود , فانتزی"
The Pact,"ترسناک , هیجان انگیز"
Monsters and Men,درام
فارسی انیمیشن Berserk The Golden Age Arc I,"اکشن , انیمیشن , ترسناک , جنگی , درام , فانتزی , ماجراجویی"
Brexit,"بیوگرافی , تاریخی , درام"
American Hangman,هیجان انگیز
A Star Is Born,"آهنگ , درام , رمانتیک , عاشقانه , موسیقی"
Suspiria,"ترسناک , رازآلود , فانتزی"
Baazaar,"جنایی , درام , هیجان انگیز"
Ashes in the Snow,"تاریخی , جنگی , درام , رمانتیک"
Back to Love,رمانتیک
Johnny English Strikes Again,"اکشن , کمدی , ماجراجویی"
فارسی انیمیشن Wheely,انیمیشن
Pihu,درام
The Wolf of Wall Street,"بیوگرافی , جنایی , درام , کمدی"
Life Itself,"درام , رمانتیک"
Love Sonia,درام
Summer 03,کمدی
FryDay,کمدی
Amar Akbar Anthony,"اکشن , کمدی"
Wildlife,درام
Manto,"بیوگرافی , درام"
While the Wolfs Away,"درام , رازآلود , هیجان انگیز"
Death Kiss,اکشن
Terrifier,"ترسناک , هیجان انگیز"
The Black Prince,"تاریخی , درام"
The Holiday Calendar,"درام , رمانتیک"
Speed Kills,"جنایی , درام , هیجان انگیز"
فارسی انیمیشن Pokemon the Movie I Choose You!,"اکشن , انیمیشن , خانوادگی , فانتزی , ماجراجویی"
Solis,"اکشن , علمی تخیلی , ماجراجویی"
The Butterfly Tree,"خانوادگی , درام , کمدی"
State Like Sleep,درام
Unknown Soldier,"جنگی , درام"
Thugs of Hindostan,"اکشن , ماجراجویی"
Sin City: A Dame to Kill For,"جنایی , هیجان انگیز"
Sin City,"جنایی , هیجان انگیز"
What Will People Say,درام
فارسی فیلم Bank Chor,"اکشن , کمدی , هیجان انگیز"
فارسی انیمیشن The Jungle Bunch,"انیمیشن , خانوادگی , فانتزی , کمدی , ماجراجویی"
فارسی انیمیشن Elliot the Littlest Reindeer,"انیمیشن , خانوادگی"
Bernie The Dolphin,"اکشن , خانوادگی , کمدی"
Heartthrob,"رمانتیک , هیجان انگیز"
Cucuy The Boogeyman,"ترسناک , هیجان انگیز"
فارسی فیلم The House with a Clock in Its Walls,"ترسناک , خانوادگی , رازآلود , علمی تخیلی , فانتزی , کمدی , هیجان انگیز"
Ladies in Black,"درام , کمدی"
فارسی فیلم Mark Felt,"بیوگرافی , تاریخی , درام , هیجان انگیز"
First Man,"بیوگرافی , تاریخی , درام"
Halloween,"ترسناک , هیجان انگیز"
فارسی فیلم Hotel Artemis,"اکشن , جنایی , هیجان انگیز"
فارسی فیلم Goosebumps 2: Haunted Halloween,"ترسناک , خانوادگی , فانتزی , کمدی , ماجراجویی"
فارسی فیلم The Yellow Birds,"جنگی , درام"
Champion,"درام , ورزشی"
Unbroken: Path to Redemption,"بیوگرافی , درام"
Gun City,هیجان انگیز
Happy Hunting,ترسناک
Brother of the Year,"درام , رمانتیک , کمدی"
1985,درام
Back Roads,"درام , هیجان انگیز"
The Happytime Murders,"اکشن , جنایی , رازآلود , کمدی , هیجان انگیز"
Hardcore Henry,"اکشن , علمی تخیلی , ماجراجویی , هیجان انگیز"
Sabrina,"ترسناک , هیجان انگیز"
Teefa in Trouble,"اکشن , جنایی , رمانتیک , کمدی"
فارسی انیمیشن All I Want for Christmas Is You,"انیمیشن , خانوادگی , کمدی"
Jalebi,درام
support the girls,کمدی
My Dinner with Herve,"بیوگرافی , درام"
فارسی فیلم The Predator,"اکشن , ترسناک , علمی تخیلی , ماجراجویی , هیجان انگیز"
Mid90s,"درام , کمدی"
فارسی انیمیشن Flying the Nest,"انیمیشن , خانوادگی , ماجراجویی"
فارسی فیلم The Ballad of Buster Scruggs,"درام , رازآلود , رمانتیک , کمدی , موزیکال , وسترن"
کمدی Ellen DeGeneres: Relatable,"استندآپ کمدی , کمدی"
Pataakha,"اکشن , درام , کمدی"
Under the Silver Lake,"جنایی , درام , رازآلود , کمدی , هیجان انگیز"
Nota,درام
Bucket List,خانوادگی
Manmarziyaan,رمانتیک
The Appearance,"ترسناک , هیجان انگیز"
Clyde Cooper,رازآلود
Nightshift,"ترسناک , هیجان انگیز"
فارسی انیمیشن Akira,"اکشن , انیمیشن , درام , علمی تخیلی , هیجان انگیز"
فارسی Battle of the Drones,"اکشن , علمی تخیلی"
Assassination Nation,"جنایی , درام , کمدی , هیجان انگیز"
Skate Kitchen,درام
Hotel Salvation,"درام , کمدی"
The Children Act,درام
Badhaai Ho,"درام , کمدی"
فارسی انیمیشن Vampire Hunter D Bloodlust,"اکشن , انیمیشن , ترسناک , درام , رازآلود , رمانتیک , علمی تخیلی , فانتزی , ماجراجویی , هیجان انگیز , وسترن"
فارسی فیلم Johnny English Reborn,"اکشن , جنایی , کمدی , ماجراجویی"
فارسی فیلم Johnny English,"اکشن , کمدی , ماجراجویی"
فارسی انیمیشن White Fang,"انیمیشن , ماجراجویی"
Message from the King,هیجان انگیز
Whos Watching Oliver,"ترسناک , درام"
Colette,"بیوگرافی , تاریخی , درام"
Batti Gul Meter Chalu,"درام , کمدی"
فارسی فیلم Mowgli Legend of the Jungle,"درام , ماجراجویی"
The Wild Boys,"درام , رازآلود , فانتزی , ماجراجویی"
Leprechaun Returns,"ترسناک , فانتزی , کمدی"
Lizzie,"بیوگرافی , جنایی , درام , رازآلود , هیجان انگیز"
Parava,"درام , کمدی"
Gonjiam Haunted Asylum,"ترسناک , رازآلود"
Dumplin,"درام , کمدی , موزیکال"
Await Further Instructions,"ترسناک , رازآلود , علمی تخیلی"
Pandora,"اکشن , درام"
A Simple Favor,"جنایی , درام , رازآلود , کمدی , هیجان انگیز"
فارسی فیلم Goosebumps,"ترسناک , خانوادگی , فانتزی , کمدی , ماجراجویی"
The Other Side of the Wind,"درام , کمدی"
فارسی فیلم The Crucifixion,"ترسناک , رازآلود , هیجان انگیز"
فارسی فیلم Unfriended Dark Web,ترسناک
فارسی انیمیشن Maquia When the Promised Flower Blooms,"انیمیشن , درام , فانتزی"
Three Identical Strangers,"بیوگرافی , درام , رازآلود , مستند"
The Insult,"درام , هیجان انگیز"
Confidential Assignment (Gongjo),اکشن
فارسی فیلم The Man Who Invented Christmas,"بیوگرافی , درام , کمدی"
فارسی فیلم The Leakers,"اکشن , جنایی , هیجان انگیز"
Venom,"اکشن , علمی تخیلی"
Never Heard,"خانوادگی , درام"
Dead in a Week Or Your Money Back,"اکشن , درام , کمدی"
فارسی انیمیشن Smallfoot,"انیمیشن , خانوادگی , فانتزی , کمدی , ماجراجویی , موزیکال"
فارسی فیلم Radius,"علمی تخیلی , هیجان انگیز"
The Equalizer 2,"اکشن , جنایی , هیجان انگیز"
Beyond The Sky,"رازآلود , علمی تخیلی , هیجان انگیز"
Rampant,اکشن
Vidar the Vampire,"ترسناک , فانتزی , کمدی"
The Wild Pear Tree,درام
The Quake,"اکشن , درام , هیجان انگیز"
Foxtrot,درام
Film Stars Don’t Die in Liverpool,"بیوگرافی , درام , رمانتیک"
Operation Finale,"بیوگرافی , تاریخی , درام"
We the Animals,درام
Mademoiselle Paradis,"تاریخی , درام"
Take Off,"درام , هیجان انگیز"
The Divine Order,"درام , کمدی"
فارسی فیلم The Night Comes for Us,"اکشن , هیجان انگیز"
Agent Mr Chan,"رمانتیک , کمدی"
May the Devil Take You,ترسناک
فارسی فیلم Thunder Road,"درام , کمدی"
فارسی فیلم Terminal,"جنایی , درام , هیجان انگیز"
فارسی فیلم Alpha,"خانوادگی , درام , ماجراجویی"
Astral,"ترسناک , درام , علمی تخیلی , هیجان انگیز"
Everybody Knows,"جنایی , درام , رازآلود , هیجان انگیز"
Nothing to Hide,"رازآلود , کمدی"
The Griddle House,درام
Nanu Ki Jaanu,"ترسناک , درام , کمدی"
Inuyashiki,هیجان انگیز
Cam,"ترسناک , رازآلود , هیجان انگیز"
Mission: Impossible – Fallout,"اکشن , ماجراجویی , هیجان انگیز"
فارسی فیلم BlacKkKlansman,"بیوگرافی , جنایی , درام , کمدی"
Sword Art Online The Movie – Ordinal Scale,"اکشن , انیمیشن , علمی تخیلی , فانتزی , ماجراجویی"
Errementari,"ترسناک , فانتزی"
The Unthinkable,هیجان انگیز
Five Fingers for Marseilles,"درام , هیجان انگیز , وسترن"
An Interview with God,"درام , رازآلود"
Puzzle,درام
Columbus,درام
In Harm’s Way,"تاریخی , جنگی , رمانتیک"
Robin Hood: The Rebellion,"اکشن , تاریخی , ماجراجویی"
Glass Jaw,"درام , هیجان انگیز , ورزشی"
Detective Conan: Zero the Enforcer,"اکشن , انیمیشن , جنایی , خانوادگی , رازآلود , ماجراجویی , هیجان انگیز"
The Farm,ترسناک
Juliet N…d,"آهنگ , درام , رمانتیک , عاشقانه , کمدی , موسیقی"
Welcome Home,هیجان انگیز
Blue My Mind,"درام , فانتزی"
Needle and Thread Made in India,"درام , کمدی"
Oh Lucy,"درام , کمدی"
Mulk,درام
آپ کمدی Adam Sandler: 100% Fresh,"آهنگ , استندآپ کمدی , کمدی"
The Little Stranger,"ترسناک , درام , رازآلود , هیجان انگیز"
Betrayed,"اکشن , جنایی , هیجان انگیز"
Mara,"ترسناک , جنایی , هیجان انگیز"
Status Update,"فانتزی , کمدی"
Father of the Year,کمدی
Private Life,درام
Downsizing,"درام , علمی تخیلی , کمدی"
Wonder,"خانوادگی , درام"
فارسی Darkest Hour,"بیوگرافی , تاریخی , درام"
River Runs Red,هیجان انگیز
Crazy Rich Asians,"رمانتیک , کمدی"
The Delinquent Season,"درام , رمانتیک"
فارسی فیلم The Muppets,"خانوادگی , کمدی , ماجراجویی"
فارسی فیلم In the Fade,"جنایی , درام"
An Evening with Beverly Luff Linn,"جنایی , کمدی"
Outlaw King,"اکشن , بیوگرافی , تاریخی , درام"
Love Beats Rhymes,"درام , موزیکال"
In the Aisles,درام
The Scythian,"اکشن , درام , فانتزی"
Die In One Day,"ترسناک , هیجان انگیز"
فارسی انیمیشن Anchors Up,انیمیشن
Dallas Buyers Club,"بیوگرافی , درام"
Illang The Wolf Brigade,"اکشن , علمی تخیلی"
Welcome To Mercy,هیجان انگیز
Warrior,"بیوگرافی , ورزشی"
Incredibles 2,"اکشن , انیمیشن , ماجراجویی"
The Miseducation of Cameron Post,"درام , رمانتیک"
فارسی فیلم Christopher Robin,"انیمیشن , کمدی , ماجراجویی"
I Before Thee,"درام , هیجان انگیز"
Seven in Heaven,"ترسناک , علمی تخیلی"
Monster Party,"اکشن , ترسناک , هیجان انگیز"
I Am Not an Easy Man,کمدی
All Light Will End,"ترسناک , هیجان انگیز"
Never Goin Back,"جنایی , درام , کمدی"
Along with the Gods: The Last 49 Days,"اکشن , درام , فانتزی"
Dont Go,رازآلود
Gold,"تاریخی , درام , ورزشی"
The Meg,"اکشن , ترسناک , علمی تخیلی , هیجان انگیز"
White Orchid,"جنایی , درام , رازآلود"
The Equalizer,"اکشن , جنایی , هیجان انگیز"
فارسی فیلم Man on the Moon,"بیوگرافی , درام , کمدی"
فارسی فیلم Bleach,"اکشن , فانتزی , ماجراجویی"
The Tale of The Princess Kaguya,"انیمیشن , خانوادگی , درام , فانتزی , ماجراجویی"
فارسی انیمیشن Justice League vs Bizarro League,"اکشن , انیمیشن , ماجراجویی"
Taxi 5,"اکشن , کمدی , ماجراجویی"
فارسی فیلم Papillon,"بیوگرافی , جنایی , درام"
The Gateway,علمی تخیلی
Happy as Lazzaro,درام
فارسی انیمیشن Deep,"انیمیشن , کمدی , ماجراجویی"
Breathe,"بیوگرافی , درام , رمانتیک , عاشقانه"
The School,"ترسناک , هیجان انگیز"
Stellas Last Weekend,کمدی
The Bombing,"اکشن , جنگی , درام , ماجراجویی"
No Escape Room,"اکشن , ترسناک , درام , رازآلود"
Hurricane,"جنگی , درام"
Raazi,"اکشن , جنایی , هیجان انگیز"
BuyBust,اکشن
Teen Titans Go To the Movies,"اکشن , انیمیشن , کمدی"
The Scorpion King,"اکشن , فانتزی , ماجراجویی , هیجان انگیز"
Dogman,"جنایی , درام , هیجان انگیز"
The Scorpion King Book of Souls,"اکشن , فانتزی , ماجراجویی"
The Scorpion King 4 Quest for Power,"اکشن , فانتزی , ماجراجویی"
The Scorpion King 3 Battle for Redemption,"اکشن , فانتزی , ماجراجویی"
The Scorpion King Rise of a Warrior,"اکشن , فانتزی , ماجراجویی"
فارسی فیلم My Annoying Brother,"درام , کمدی"
Oceans Eight,"اکشن , جنایی , کمدی"
Spielberg,"بیوگرافی , مستند"
The Incredibles,"اکشن , انیمیشن , خانوادگی , ماجراجویی"
The 22 Chaser,"جنایی , درام"
Hereditary,"ترسناک , درام , رازآلود , هیجان انگیز"
The Super,هیجان انگیز
The Dark,ترسناک
King Lear,درام
A Crooked Somebody,"کمدی , هیجان انگیز"
Above Ground,"جنایی , درام , هیجان انگیز"
Better Start Running,"اکشن , کمدی"
فارسی انیمیشن Bunyan and Babe,"انیمیشن , کمدی , ماجراجویی"
Apotheosis,"درام , هیجان انگیز"
All Styles,"خانوادگی , درام"
Malicious,"ترسناک , هیجان انگیز"
The Kindergarten Teacher,درام
Galveston,"اکشن , جنایی , درام , هیجان انگیز"
Fanney Khan,درام
Satyameva Jayate,"اکشن , درام , هیجان انگیز"
The Spy Who Dumped Me,"اکشن , کمدی , ماجراجویی"
فارسی فیلم The Resistance Banker,"جنگی , درام"
فارسی فیلم Winter Ridge,هیجان انگیز
They,درام
Mamma Mia Here We Go Again,"رمانتیک , کمدی , موزیکال"
The Happy Prince,"تاریخی , درام"
Slender Man,"ترسناک , رازآلود , هیجان انگیز"
فارسی فیلم The Fencer,"تاریخی , درام , ورزشی"
فارسی فیلم  District 13 Ultimatum,"اکشن , جنایی , هیجان انگیز"
Sanju,"بیوگرافی , درام"
DC Super Hero Girls: Legends of Atlantis,انیمیشن
The Boss Baby,"انیمیشن , کمدی , ماجراجویی"
Look Away,هیجان انگیز
Apostle,هیجان انگیز
فارسی فیلم Brick Mansions,"اکشن , جنایی , علمی تخیلی"
I Am Paul Walker,مستند
Alterscape,"علمی تخیلی , هیجان انگیز"
I Still See You,هیجان انگیز
Knuckleball,هیجان انگیز
Between Worlds,"اکشن , رازآلود , هیجان انگیز"
Candy Jar,کمدی
Dhadak,"درام , رمانتیک"
The Hangover Part III,"جنایی , کمدی"
The Hangover Part II,"رازآلود , کمدی"
The Hangover,کمدی
The Little Mermaid,"درام , فانتزی , ماجراجویی"
Blood Road,"تاریخی , مستند , ورزشی"
فارسی انیمیشن Bad Cat,"اکشن , انیمیشن , فانتزی , کمدی , ماجراجویی"
Karwaan,درام
Custody,درام
Shaun the Sheep Movie,"انیمیشن , کمدی , ماجراجویی"
Sonu Ke Titu Ki Sweety,"رمانتیک , کمدی"
Blackmail,"اکشن , کمدی , هیجان انگیز"
Jeepers Creepers 2,Victor Salva
فارسی انیمیشن Bilal A New Breed Of Hero,"اکشن , انیمیشن , ماجراجویی"
Redbad,ماجراجویی
فارسی فیلم Skyscraper,"اکشن , هیجان انگیز"
Marvel Rising: Secret Warriors,"اکشن , انیمیشن , کمدی"
Death Race 4: Beyond Anarchy,اکشن
Death Race: Inferno,"اکشن , علمی تخیلی , هیجان انگیز"
Death Race 2,"اکشن , علمی تخیلی , هیجان انگیز"
Animal World,"ماجراجویی , هیجان انگیز"
Warning Shot,"درام , هیجان انگیز"
Danger One,"اکشن , جنایی , کمدی"
Dont Worry He Wont Get Far on Foot,"بیوگرافی , درام , کمدی"
Inoperable,ترسناک
Stalingrad,"جنگی , درام"
Lust Stories,درام
Dont Open Your Eyes,"ترسناک , درام"
انیمیشن Hotel Transylvania 3 Summer Vacation,"انیمیشن , خانوادگی , کمدی"
At First Light,"درام , علمی تخیلی , هیجان انگیز"
Not Cinderellas Type,رمانتیک
The Legend of Muay Thai 9 Satra,انیمیشن
Hearts Beat Loud,"درام , موسیقی"
Molly,"اکشن , علمی تخیلی"
Eighth Grade,"درام , کمدی"
Black 47,"اکشن , درام"
فارسی فیلم The Jungle Book,"خانوادگی , درام , ماجراجویی"
Hold the Dark,هیجان انگیز
Arizona,"کمدی , هیجان انگیز"
Unfriended,"ترسناک , درام , رازآلود"
فارسی فیلم Tag,کمدی
Little Italy,"رمانتیک , کمدی"
فارسی انیمیشن Two Tails,"انیمیشن , ماجراجویی"
فارسی فیلم Upgrade,"اکشن , ترسناک , علمی تخیلی"
Any Bullet Will Do,وسترن
Colors of Wind,درام
کمدی Maz Jobrani: I Come in Peace,"استندآپ کمدی , کمدی"
Gurgaon,"جنایی , هیجان انگیز"
کمدی Maz Jobrani: Im Not a Terrorist,"استندآپ کمدی , کمدی"
The End,"ترسناک , هیجان انگیز"
آپ کمدی Maz Jobrani Immigrant,"استندآپ کمدی , کمدی"
Jimmy Vestvood: Amerikan Hero,کمدی
Furlough,کمدی
